id,rider_age,rider_rating,restaurant_latitude,restaurant_longitude,delivery_latitude,delivery_longitude,order_date,order_time,pickup_time,weather,traffic_density,vehicle_condition,order_type,vehicle_type,num_orders,is_festival,city,delivery_time
0x004e,24,4.6,18.543626,73.905101,18.633626,73.995101,2022.3.29,22:30,10:45 PM,sandstorm,low,0,Buffet,motorcycle,1,No,Metropolitian,18
0x57ca,32,3.9,25.449872,81.836167,25.589872,81.976167,12-02-2022,21:55,22:05,high_wind,jam,2,Meal,motorcycle,1,No,Metropolitian,34
0xa38f,28,4.8,26.905287,75.794592,27.045287,75.934592,2022.3.6,21:40,21:50,overcast,jam,2,Snack,e_scooter,0,No,Metropolitian,37
0x3ad3,34,4.8,22.307898,73.167788,22.337898,73.197788,03-04-2022,06:40PM,18:55,high_wind,medium,1,Snack,scooter,1,No,Metropolitian,33
0xd4bc,21,4.8,18.51421,73.838429,18.62421,73.948429,02-04-2022,23:35,23:45,high_wind,low,2,Buffet,e_scooter,0,X,Urban,12
0xbc3e,32,3.5,23.351058,85.325731,23.441058,85.415731,29.Mar.22,9:30 PM,21:45,sandstorm,jam,1,Drinks,motorcycle,1,No,Metropolitian,35
0xbf18,26,4.7,25.449872,81.836167,25.559872,81.946167,16-02-2022,19:35,19:45,overcast,jam,0,Drinks,motorcycle,1,Yes,Semi-Urban,49
0x76b8,40,4.4,0,0,0.02,0.02,2022.3.21,9:20,9:35,storm,low,0,Snack,motorcycle,1,No,,24
0xa09a,23,5,22.311844,73.165081,22.361844,73.215081,2022.3.3,11:25 PM,23:35,overcast,low,0,Buffet,motorcycle,0,No,Metropolitian,23
0x8c7b,25,4.6,0,0,0.06,0.06,2013.2.22,09:25PM,21:40,overcast,jam,2,Snack,motorcycle,1,No,Metropolitian,27
0xfe60,26,4.6,19.003517,72.82765,19.083517,72.90765,2002.3.22,10:45 PM,22:50,storm,low,1,Snack,motorcycle,1,X,Metropolitian,18
0x6c5c,29,5,17.411028,78.329645,17.471028,78.389645,2022.4.5,19:50,07:55PM,overcast,jam,2,Meal,scooter,1,No,Urban,32
0xa36e,26,4.7,19.879631,75.323403,19.889631,75.333403,2022.2.13,9:45,09:55AM,clear_sky,low,2,Meal,e_scooter,0,No,Metropolitian,20
0x2de5,22,3.7,23.359407,85.325055,23.379407,85.345055,2022.3.26,11:50,12:05,clear_sky,high,0,Buffet,motorcycle,3,No,Metropolitian,46
0xcfb6,25,4.6,13.091809,80.219104,13.201809,80.329104,2022.4.2,6:10 PM,18:25,storm,medium,0,Snack,motorcycle,1,No,Urban,35
0x2ccd,33,4.2,21.160522,72.771477,21.270522,72.881477,2022.3.16,17:10,17:20,sandstorm,medium,0,Meal,motorcycle,0,X,Metropolitian,48
0x9f81,36,4.8,26.914142,75.805704,27.004142,75.895704,2022.4.6,19:20,19:35,storm,jam,2,Buffet,e_scooter,0,X,Metropolitian,28
0x4127,36,4.7,22.308096,73.167753,22.318096,73.177753,2022.4.5,0.458333333,11:10,overcast,low,1,Snack,scooter,0,No,Metropolitian,18
0x0be4,24,4.8,18.569156,73.774723,18.579156,73.784723,24-03-2022,9:50,09:55AM,storm,low,2,Buffet,motorcycle,,X,Metropolitian,14
0xc340,33,4.8,22.725835,75.887648,22.835835,75.997648,2022.3.23,9:30 PM,21:40,clear_sky,jam,1,Snack,scooter,1,No,Urban,25
0x4843,24,4.6,13.026286,80.275235,13.036286,80.285235,19-03-2022,8:35,8:40 AM,storm,low,2,Snack,e_scooter,1,No,Metropolitian,17
0xcbc4,29,4.7,26.846156,75.8023,26.906156,75.8623,2019.3.22,18:40,18:45,storm,medium,1,Drinks,motorcycle,1,No,Metropolitian,25
0xf56c,27,4.5,12.975996,80.221898,13.015996,80.261898,2022.4.3,12:45,12:55 PM,storm,high,1,Drinks,motorcycle,1,No,Urban,12
0x9878,31,4.8,11.025083,77.015393,11.035083,77.025393,03-04-2022,9:45,9:50,clear_sky,low,1,Drinks,scooter,0,No,Metropolitian,19
0xfc55,24,4.7,18.546258,73.904337,18.606258,73.964337,28.Mar.22,17:10,17:20,storm,medium,0,Drinks,motorcycle,,No,,11
0x7fc6,33,4.9,0,0,0.03,0.03,2015.2.22,18:20,6:30 PM,storm,medium,2,Meal,motorcycle,1,No,Metropolitian,33
0xb51b,30,4.6,22.695207,75.866059,22.785207,75.956059,08-03-2022,5:45 PM,0.75,overcast,medium,1,Snack,scooter,2,X,Metropolitian,32
0xb09c,37,4.9,26.474133,80.3481,26.584133,80.4581,2022.2.12,0.875,21:05,overcast,jam,1,Meal,scooter,1,No,Metropolitian,40
0xeeae,,,26.913987,75.752891,27.053987,75.892891,2.Mar.22,,21:30,clear_sky,jam,1,Snack,motorcycle,1,No,Metropolitian,17
0xc103,19,4.5,22.311358,73.164798,22.441358,73.294798,2022.3.12,1,24:15:00,storm,low,2,Meal,e_scooter,1,No,Metropolitian,17
0x3a05,34,5,22.732225,75.874765,22.772225,75.914765,03-04-2022,3:50 PM,15:55,foggy,medium,1,Meal,scooter,1,No,Metropolitian,15
0xf086,25,4.6,12.323225,76.630028,12.363225,76.670028,01-03-2022,0.625,03:10PM,clear_sky,high,2,Drinks,motorcycle,0,No,Urban,16
0xb0fe,27,4.9,23.357804,85.325146,23.377804,85.345146,01-03-2022,11:35,11:50,storm,high,2,Meal,scooter,1,No,Metropolitian,21
0xbc47,23,5,30.335259,78.053162,30.375259,78.093162,11-02-2022,15:15,15:30,high_wind,medium,0,Buffet,motorcycle,1,No,Urban,13
0x71b8,34,4.1,22.307898,73.167788,22.347898,73.207788,2022.3.15,14:10,14:15,sandstorm,high,1,Meal,motorcycle,1,No,Urban,32
0x781f,23,4.7,26.849596,75.800512,26.859596,75.810512,2019.3.22,11:55,12:05,sandstorm,high,1,Drinks,scooter,0,No,Metropolitian,18
0x2bb4,27,4.6,12.981615,80.231598,13.021615,80.271598,2022.4.5,15:50,15:55,overcast,medium,0,Snack,motorcycle,1,No,Metropolitian,22
0xb276,22,3.5,12.284747,76.625861,12.324747,76.665861,30-03-2022,14:15,14:30,clear_sky,high,0,Drinks,motorcycle,1,No,Metropolitian,53
0x13af,38,4.6,0,0,0.04,0.04,2022.3.30,04:45PM,16:50,clear_sky,medium,2,Snack,e_scooter,1,No,Urban,24
0x57fe,36,4.9,21.149669,72.772629,21.189669,72.812629,17-03-2022,13:40,13:50,storm,high,0,Meal,motorcycle,1,No,Metropolitian,34
0x9978,25,4.8,19.1813,72.836191,19.2113,72.866191,19-03-2022,19:50,8:05 PM,overcast,jam,0,Meal,motorcycle,1,No,Urban,26
0x4111,32,4.8,26.469003,80.316344,26.499003,80.346344,17-02-2022,22:25,10:40PM,foggy,low,0,Snack,motorcycle,1,No,Metropolitian,29
0x882b,28,4.9,26.902908,75.792934,26.932908,75.822934,11-03-2022,6:20 PM,18:30,sandstorm,medium,1,Buffet,scooter,1,No,Metropolitian,23
0x0aaf,39,4.6,12.970221,77.645396,13.040221,77.715396,2022.3.31,18:35,6:50 PM,clear_sky,medium,1,Drinks,motorcycle,1,No,Metropolitian,22
0xde8c,22,4.9,12.337978,76.616792,12.407978,76.686792,2022.3.12,0.75,18:05,storm,medium,0,Drinks,motorcycle,1,No,Metropolitian,20
0x68fd,33,4.6,13.005801,80.250744,13.055801,80.300744,17-03-2022,11:50PM,24:05:00,storm,low,1,Snack,motorcycle,1,No,Metropolitian,25
0x53be,25,4.6,18.554382,73.798206,18.594382,73.838206,2022.3.5,12:40,12:45 PM,high_wind,high,2,Meal,scooter,1,No,Urban,20
0x524d,23,5,12.981615,80.231598,13.001615,80.251598,2022.3.1,8:40,8:55 AM,high_wind,low,2,Snack,scooter,1,No,Urban,11
0x19c7,25,4.6,23.416792,85.316842,23.486792,85.386842,2022.3.14,23:30,11:40PM,foggy,low,1,Drinks,scooter,0,No,Urban,26
0x5d10,39,4.6,23.374989,85.335486,23.384989,85.345486,05-04-2022,8:35 AM,8:40 AM,storm,low,1,Drinks,motorcycle,1,No,Metropolitian,21
0x6104,20,4.4,13.086438,80.220672,13.166438,80.300672,08-03-2022,21:20,21:35,overcast,jam,1,Drinks,motorcycle,1,No,Metropolitian,32
0x5741,30,4.4,12.972161,77.596014,13.042161,77.666014,12-03-2022,8:25 PM,08:30PM,sandstorm,jam,0,Buffet,motorcycle,1,No,Metropolitian,44
0x1d52,,,0,0,0.02,0.02,28-03-2022,,9:25 AM,,,2,Buffet,scooter,0,No,Metropolitian,29
0x04f0,29,5,18.546258,73.904337,18.566258,73.924337,2022.3.19,8:20,8:35,foggy,low,2,Drinks,motorcycle,1,No,Metropolitian,19
0x6f42,22,4.9,26.914142,75.805704,26.924142,75.815704,19.Mar.22,9:15 AM,9:20 AM,storm,low,1,Drinks,motorcycle,0,No,Metropolitian,13
0x3906,34,5,12.334022,76.618203,12.374022,76.658203,2019.3.22,0.583333333,14:05,high_wind,high,1,Snack,scooter,1,No,Metropolitian,31
0x3c9f,28,4.6,0,0,0.07,0.07,2.Mar.22,19:15,19:20,foggy,jam,1,Drinks,scooter,1,No,Metropolitian,40
0x019f,36,4.9,17.45971,78.368855,17.56971,78.478855,14.Mar.22,23:35,23:40,foggy,low,0,Buffet,motorcycle,0,No,Metropolitian,44
0x78d7,,,18.536718,73.830327,18.546719,73.840328,03-04-2022,,11:50,overcast,high,0,Drinks,motorcycle,,No,Urban,25
0xc4cb,26,5,12.337978,76.616792,12.357978,76.636792,3.Apr.22,11:40,11:45,storm,high,2,Meal,motorcycle,1,No,Metropolitian,29
0x0584,23,4.6,21.149569,72.772697,21.179569,72.802697,2019.3.22,23:55,24:05:00,overcast,low,2,Meal,motorcycle,0,X,Metropolitian,18
0xecd1,27,4.2,23.357804,85.325146,23.417804,85.385146,2022.3.17,21:50,10:05 PM,high_wind,jam,0,Buffet,motorcycle,1,No,Metropolitian,37
0x9298,30,4.7,11.02091,76.940432,11.06091,76.980432,19-03-2022,14:25,02:30PM,high_wind,high,1,Buffet,motorcycle,0,No,Metropolitian,27
0xe2c4,31,4,12.334022,76.618203,12.414022,76.698203,2022.4.6,22:35,22:50,foggy,low,0,Drinks,motorcycle,1,No,Metropolitian,40
0x4dc0,31,4.8,23.354422,85.3329,23.374422,85.3529,03-03-2022,10:25,10:40 AM,clear_sky,low,0,Buffet,motorcycle,1,No,Urban,15
0x67ec,21,4,26.90519,75.810753,26.96519,75.870753,2022.3.7,19:15,19:30,high_wind,jam,0,Meal,motorcycle,1,No,Metropolitian,36
0x089a,21,4,0,0,0.13,0.13,2022.2.12,0.833333333,8:10 PM,overcast,jam,2,Buffet,scooter,0,X,Metropolitian,34
0x3164,36,4.9,18.530963,73.828972,18.550963,73.848972,17.Mar.22,9:45,09:50AM,clear_sky,low,2,Drinks,scooter,1,,Urban,12
0x3244,28,4,17.438263,78.397865,17.528263,78.487865,31-03-2022,9:35 PM,9:45 PM,storm,jam,0,Meal,motorcycle,1,No,Urban,39
0xd4bf,38,4.5,12.337928,76.617889,12.407928,76.687889,2022.4.6,19:20,19:30,clear_sky,jam,1,Snack,motorcycle,1,X,Metropolitian,32
0xfeb3,35,3.8,12.979096,77.640625,13.089096,77.750625,18-03-2022,17:15,17:30,storm,medium,2,Buffet,scooter,1,No,,38
0xd88e,33,4.8,0,0,0.13,0.13,2022.3.10,23:45,1,clear_sky,low,2,Meal,e_scooter,1,X,Metropolitian,23
0x308c,27,4.4,18.51421,73.838429,18.55421,73.878429,26.Mar.22,13:55,0.583333333,overcast,high,2,Snack,motorcycle,1,No,Urban,32
0x5827,21,4.6,12.906229,77.596791,12.956229,77.646791,01-03-2022,19:15,19:20,storm,jam,2,Drinks,motorcycle,1,No,Metropolitian,18
0x2219,31,3.7,13.044694,80.26147,13.124694,80.34147,2004.3.22,0.833333333,20:15,sandstorm,jam,2,Meal,scooter,1,No,Metropolitian,35
0xd049,35,4.4,12.970324,77.645748,12.990324,77.665748,21.Mar.22,10:35AM,10:45AM,sandstorm,low,0,Drinks,motorcycle,0,No,Metropolitian,25
0x6433,32,4.6,23.359194,85.325447,23.449194,85.415447,2022.3.14,18:30,18:40,sandstorm,medium,0,Buffet,motorcycle,,No,Metropolitian,30
0x1950,37,4.9,22.695207,75.866059,22.755207,75.926059,2022.3.17,19:45,7:55 PM,storm,jam,1,Buffet,motorcycle,1,No,Metropolitian,30
0x01d6,25,4.9,11.022298,76.998349,11.042298,77.018349,30-03-2022,0.5,12:10,sandstorm,high,2,Snack,scooter,1,No,Urban,21
0x1877,29,3.6,22.761593,75.886362,22.841593,75.966362,31-03-2022,0.875,21:15,storm,jam,2,Snack,e_scooter,1,X,Metropolitian,43
0x5743,21,4.7,18.53408,73.89852,18.57408,73.93852,19-03-2022,12:10PM,12:15,sandstorm,high,2,Buffet,motorcycle,1,No,Metropolitian,28
0xcd49,33,4.8,21.175975,72.795503,21.255975,72.875503,06-03-2022,19:40,19:55,foggy,jam,0,Buffet,motorcycle,3,X,Metropolitian,46
0x34d2,39,4.8,27.160934,78.044095,27.210934,78.094095,15-02-2022,21:50,0.916666667,high_wind,jam,0,Snack,motorcycle,2,No,Metropolitian,39
0x2019,22,4.8,13.058616,80.264151,13.128616,80.334151,31-03-2022,20:45,0.875,sandstorm,jam,1,Meal,motorcycle,1,X,Metropolitian,19
0xbe8e,26,4.6,21.160522,72.771477,21.230522,72.841477,08-03-2022,10:40 PM,10:45PM,overcast,low,2,Buffet,e_scooter,1,No,Urban,28
0xb9fd,23,4.7,13.026286,80.275235,13.076286,80.325235,2022.3.24,22:15,22:30,sandstorm,low,1,Snack,motorcycle,,,Urban,10
0x8739,26,4.5,22.75004,75.902847,22.81004,75.962847,1.Mar.22,20:40,8:50 PM,overcast,jam,0,Snack,motorcycle,1,X,Metropolitian,27
0x755c,32,4.7,12.310972,76.659264,12.380972,76.729264,27-03-2022,6:25 PM,18:30,high_wind,medium,0,Snack,motorcycle,1,No,Metropolitian,34
0x2bc3,32,4.9,30.885915,75.788259,30.975915,75.878259,14-02-2022,06:10PM,18:15,storm,medium,2,Buffet,scooter,0,No,Metropolitian,21
0xebdd,34,4.9,15.303897,73.914336,15.333897,73.944336,15.Feb.22,19:55,20:05,storm,jam,1,Meal,motorcycle,1,No,Urban,28
0x78d1,31,4.7,26.911927,75.797282,26.981927,75.867282,02-03-2022,0.916666667,22:10,foggy,jam,0,Snack,motorcycle,2,No,Metropolitian,43
0xb975,39,4.9,12.325461,76.632278,12.385461,76.692278,2022.3.19,5:10 PM,17:20,foggy,medium,2,Buffet,e_scooter,1,No,Urban,18
0x4345,29,4.4,10.028047,76.310019,10.058047,76.340019,15-02-2022,10:20PM,22:35,sandstorm,low,0,Snack,motorcycle,1,X,Metropolitian,26
0x49cd,31,4.7,18.520016,73.830547,18.560016,73.870547,17-03-2022,16:20,4:25 PM,sandstorm,medium,2,Snack,motorcycle,1,X,Metropolitian,34
0x507c,30,4.2,12.323225,76.630028,12.403225,76.710028,2022.3.2,18:30,18:35,clear_sky,medium,0,Drinks,motorcycle,0,No,Metropolitian,39
0xb90d,27,4.9,19.178321,72.834715,19.268321,72.924715,2.Apr.22,22:10,10:20 PM,overcast,low,1,Snack,motorcycle,1,X,Urban,28
0xc7ab,40,4.8,22.310329,73.169083,22.400329,73.259083,06-03-2022,22:30,10:40 PM,storm,low,0,Meal,motorcycle,0,No,Urban,29
0xc840,31,4.9,17.483216,78.552111,17.553216,78.622111,2022.3.20,19:15,19:25,foggy,jam,0,Snack,motorcycle,1,No,Urban,39
0x1fba,18,4.2,22.761593,75.886362,22.831593,75.956362,2022.3.8,18:55,07:10PM,foggy,medium,2,Snack,motorcycle,1,No,Metropolitian,38
0xebe0,25,4.7,18.593481,73.785901,18.613481,73.805901,19-03-2022,11:20,11:25,foggy,high,2,Buffet,e_scooter,1,No,Metropolitian,30
0x3b54,20,4.6,12.934365,77.616155,13.014365,77.696155,2022.3.8,20:30,20:40,clear_sky,jam,2,Drinks,scooter,1,No,Metropolitian,10
0x5da8,33,5,21.157729,72.768726,21.237729,72.848726,14-03-2022,19:55,20:05,foggy,jam,0,Buffet,motorcycle,0,No,Metropolitian,49
0x6ce2,28,4.5,26.849596,75.800512,26.939596,75.890512,16-03-2022,19:10,19:25,sandstorm,jam,0,Buffet,motorcycle,1,X,Metropolitian,25
0x8652,33,4.8,19.876106,75.340775,19.926106,75.390775,15-02-2022,21:40,9:50 PM,sandstorm,jam,2,Snack,e_scooter,1,No,Metropolitian,25
0x0be1,36,4.5,18.536718,73.830327,18.576718,73.870328,2022.3.5,15:35,15:50,high_wind,medium,1,Buffet,motorcycle,1,X,Urban,25
0xe93e,26,4.4,17.455894,78.375467,17.545894,78.465467,2002.3.22,05:50PM,0.75,overcast,medium,1,Drinks,scooter,0,X,Metropolitian,31
0x71af,28,4.2,21.183434,72.814492,21.243434,72.874492,2022.3.17,9:55 PM,22:10,storm,jam,2,Drinks,scooter,0,No,Metropolitian,32
0x9a21,37,4.3,12.297954,76.665169,12.327954,76.695169,2015.3.22,17:40,5:55 PM,high_wind,medium,0,Buffet,motorcycle,0,No,Metropolitian,38
0x7f4a,25,4.6,17.431477,78.40035,17.521477,78.49035,2002.4.22,10:20 PM,10:25 PM,high_wind,low,1,Meal,motorcycle,0,No,Metropolitian,18
0x6d0d,22,4.8,21.157729,72.768726,21.227729,72.838726,12.Mar.22,22:30,10:45 PM,storm,low,2,Buffet,scooter,0,No,Metropolitian,12
0xcc44,40,4.9,22.744648,75.894377,22.804648,75.954377,2022.3.1,9:15 PM,21:25,storm,jam,2,Drinks,e_scooter,1,No,Metropolitian,30
0x63eb,23,4.9,22.310237,73.158921,22.420237,73.268921,2020.3.22,19:30,19:35,high_wind,jam,1,Drinks,motorcycle,0,No,Metropolitian,22
0xc605,33,4.8,0,0,0.02,0.02,11-03-2022,8:35,8:45,sandstorm,low,2,Drinks,motorcycle,1,No,Metropolitian,29
0xf86a,29,5,30.905562,75.832841,31.045562,75.972841,2022.2.18,20:20,20:30,sandstorm,jam,2,Meal,scooter,1,No,Metropolitian,24
0x9113,27,4.9,27.161694,78.034714,27.221694,78.094714,2011.2.22,18:10,18:15,overcast,medium,2,Buffet,e_scooter,1,No,Metropolitian,13
0x2b77,29,4.7,10.000706,76.349516,10.010706,76.359516,17-02-2022,10:35 AM,10:40,sandstorm,low,1,Meal,motorcycle,,X,Metropolitian,26
0x6aba,31,4.8,25.449872,81.836167,25.519872,81.906167,12-02-2022,20:55,09:10PM,clear_sky,jam,1,Drinks,motorcycle,1,No,Urban,30
0x9b1c,35,4.9,12.337978,76.616792,12.347978,76.626792,2022.3.9,11:30,11:45 AM,overcast,high,0,Drinks,motorcycle,0,No,Metropolitian,27
0xe8cc,36,4.7,26.90294,75.793007,27.01294,75.903007,10-03-2022,19:20,19:30,high_wind,jam,0,Drinks,motorcycle,1,No,Metropolitian,52
0xb1a9,38,4.6,12.933284,77.615428,12.943284,77.625428,2022.3.5,9:20,9:30,sandstorm,low,2,Snack,motorcycle,1,No,Metropolitian,27
0x4832,25,4.7,26.846156,75.8023,26.866156,75.8223,2019.3.22,0.416666667,10:15,sandstorm,low,2,Meal,scooter,0,No,Metropolitian,10
0x3c67,30,5,26.88842,75.800689,26.89842,75.810689,01-03-2022,11:55,0.5,storm,high,2,Snack,scooter,1,No,Metropolitian,27
0x1938,,,-17.428294,-78.404423,17.538294,78.514423,23-03-2022,,7:20 PM,storm,jam,0,Drinks,motorcycle,1,Yes,Metropolitian,54
0x7fdf,28,4.6,19.876994,75.372353,19.916994,75.412353,13-02-2022,0.583333333,14:15,overcast,high,1,Buffet,scooter,1,No,Metropolitian,26
0x75a2,37,4.9,0,0,0.02,0.02,2022.3.21,10:15,10:25 AM,clear_sky,low,0,Snack,motorcycle,1,X,Metropolitian,28
0x37bd,,,12.972532,77.608179,13.032532,77.668179,17-03-2022,,18:45,,,3,Snack,e_scooter,1,No,Metropolitian,29
0x73cd,22,4.8,26.90519,75.810753,27.03519,75.940753,27-03-2022,20:10,20:15,overcast,jam,0,Meal,motorcycle,1,No,Metropolitian,40
0x8f37,34,5,22.745049,75.892471,22.795049,75.942471,2022.4.3,0.791666667,19:10,foggy,medium,2,Buffet,motorcycle,1,No,Metropolitian,18
0xb3a2,,,22.722634,75.886959,22.832634,75.996959,2.Mar.22,,0.875,high_wind,jam,1,Drinks,scooter,1,No,Metropolitian,27
0x9d4b,30,4.9,22.538731,88.364878,22.608731,88.434878,2022.2.14,0.833333333,20:15,overcast,jam,1,Snack,motorcycle,0,X,Metropolitian,30
0x6842,31,4.7,11.026117,76.944652,11.046117,76.964652,7.Mar.22,09:30AM,9:35,clear_sky,low,0,Snack,motorcycle,0,,Urban,14
0x5dc5,35,4.3,22.308096,73.167753,22.318096,73.177753,1.Mar.22,10:50 AM,11:05,sandstorm,low,0,Meal,motorcycle,0,No,Metropolitian,32
0x7c64,25,4.1,26.482581,80.315628,26.572581,80.405628,12.Feb.22,07:45PM,19:50,foggy,jam,2,Meal,motorcycle,1,No,Metropolitian,36
0x61ba,20,4.7,21.170798,72.790489,21.230798,72.850489,21-03-2022,1,24:10:00,storm,low,1,Drinks,scooter,1,No,Metropolitian,17
0xbb6b,32,4.6,26.910262,75.783013,26.930262,75.803013,2022.3.30,0.375,9:05,overcast,low,1,Meal,scooter,1,No,Metropolitian,16
0xb33a,39,4.3,23.39925,85.390464,23.50925,85.500464,29.Mar.22,0.958333333,23:05,overcast,low,2,Drinks,motorcycle,1,No,Metropolitian,39
0x381d,27,4.8,18.520016,73.830547,18.580016,73.890547,2022.3.24,22:15,22:25,storm,low,1,Meal,scooter,1,No,Metropolitian,19
0xe11a,23,5,19.091458,72.827808,19.151458,72.887808,1.Apr.22,20:35,8:45 PM,storm,jam,1,Snack,motorcycle,1,No,Metropolitian,29
0x8267,30,4.1,13.058616,80.264151,13.128616,80.334151,2002.4.22,22:20,10:30 PM,overcast,low,2,Drinks,scooter,2,No,Urban,34
0xc79f,34,4.9,22.760072,75.892574,22.770072,75.902574,05-03-2022,9:30 AM,9:35,overcast,low,2,Drinks,scooter,1,No,,18
0x5f2b,40,4.8,23.355164,85.324097,23.415164,85.384097,26-03-2022,18:50,18:55,sandstorm,medium,1,Meal,scooter,0,No,Metropolitian,34
0xc2cb,27,4.1,0,0,0.08,0.08,14-03-2022,0.75,18:10,overcast,medium,1,Snack,motorcycle,1,X,Metropolitian,31
0x010c,35,5,9.991703,76.293136,10.011703,76.313136,15-02-2022,10:45 AM,10:50,sandstorm,low,1,Meal,motorcycle,1,No,Urban,25
0x6bf2,30,5,0,0,0.04,0.04,03-04-2022,1:50 PM,0.583333333,storm,high,1,Drinks,scooter,0,X,Metropolitian,26
0xee96,20,4.7,17.433809,78.386744,17.503809,78.456744,29.Mar.22,20:50,20:55,storm,jam,1,Drinks,scooter,1,No,Metropolitian,28
0x6bbf,37,4.7,19.1093,72.825451,19.1893,72.905451,31-03-2022,0.958333333,23:05,clear_sky,low,2,Drinks,scooter,1,No,Metropolitian,20
0xa36b,29,4.7,12.352058,76.60665,12.402058,76.65665,2022.4.5,0.833333333,20:10,sandstorm,jam,1,Snack,scooter,1,No,Metropolitian,28
0x220b,22,4.6,0,0,0.01,0.01,2022.3.17,8:20,8:25 AM,storm,low,1,Snack,scooter,1,No,Urban,11
0xcc1c,39,4.3,23.333017,85.3172,23.463017,85.4472,27.Mar.22,17:15,17:20,storm,medium,1,Buffet,scooter,1,No,Urban,31
0x81df,38,4.9,0,0,0.09,0.09,27-03-2022,17:35,17:50,sandstorm,medium,2,Buffet,e_scooter,1,X,Metropolitian,28
0xb83d,27,4.9,18.55144,73.804855,18.62144,73.874855,2020.3.22,19:40,19:55,foggy,jam,0,Meal,motorcycle,2,No,Metropolitian,45
0xb662,35,4.6,21.175975,72.795503,21.285975,72.905503,2022.4.2,8:35 PM,20:45,overcast,jam,1,Snack,motorcycle,0,No,Urban,38
0x4778,39,4.9,17.431668,78.408321,17.491668,78.468321,1.Mar.22,19:50,19:55,high_wind,jam,1,Snack,scooter,1,No,Metropolitian,28
0xcadf,35,4.6,22.751857,75.866699,22.841857,75.956699,2022.3.25,11:15PM,23:30,high_wind,low,1,Meal,scooter,1,No,Metropolitian,24
0xb65d,23,4.9,0,0,0.06,0.06,05-03-2022,22:35,10:50 PM,sandstorm,low,2,Drinks,scooter,1,No,Urban,19
0xa39f,29,4.4,19.091458,72.827808,19.221458,72.957808,12-03-2022,18:30,18:35,overcast,medium,2,Snack,scooter,2,No,Urban,40
0x60c3,36,4.7,18.530963,73.828972,18.580963,73.878972,2007.3.22,17:50,17:55,storm,medium,2,Drinks,scooter,1,No,Metropolitian,28
0x22cf,28,4.1,19.207222,72.972281,19.257222,73.022281,13-03-2022,23:45,23:55,storm,low,0,Meal,motorcycle,1,No,Metropolitian,28
0xf2a1,41,4.4,26.766536,75.837333,26.896536,75.967333,18.Mar.22,21:35,9:45 PM,sandstorm,jam,0,Drinks,motorcycle,1,X,Metropolitian,53
